,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Other,State Codes
30,0.010429201764941836,0.0,0.20296831127156037,0.0036101083032490976,0.030084235860409144,0.003208985158443642,0.0012033694344163659,0.0,0.017248295226634576,0.03850782190132371,0.0,0.2908142799839551,0,0.4019253910950662,31
31,0.002457002457002457,0.0,0.12448812448812449,0.006961506961506962,0.042997542997543,0.0020475020475020475,0.000819000819000819,0.0,0.0028665028665028664,0.03931203931203931,0.0,0.18345618345618345,0,0.5945945945945946,32
32,0.0053475935828877,0.0,0.045454545454545456,0.004679144385026738,0.026737967914438502,0.002005347593582888,0.0033422459893048127,0.0,0.008689839572192513,0.07152406417112299,0.002005347593582888,0.07954545454545454,0,0.7506684491978609,33
33,0.0050564819795589026,5.379236148466918e-05,0.04002151694459387,0.006777837547068316,0.10107584722969339,0.001506186121570737,0.005809575040344271,0.0,0.009897794513179129,0.006293706293706294,0.0012372243141473911,0.11048951048951049,0,0.7117805271651425,34
34,0.009749303621169917,0.0006963788300835655,0.10236768802228412,0.0006963788300835655,0.07381615598885793,0.0,0.003481894150417827,0.0,0.006963788300835654,0.004874651810584958,0.001392757660167131,0.2395543175487465,0,0.5564066852367688,35
35,0.03563159512345047,0.0003073455588566745,0.1449441655568077,0.011146398934535395,0.11609466243212786,0.0033603114434996415,0.009199877061776458,0.0,0.022518184612232352,0.033152340948673295,0.00313492470033808,0.1862104292592972,0,0.4342997643684049,36
36,0.013612156354738551,0.00022618386692163758,0.22340797400941748,0.010692328254477412,0.0482594123331894,0.004564801677873049,0.014331832294943763,4.112433944029774e-05,0.027388810067238294,0.017868525486809367,0.00043180556412312625,0.321962453478091,0,0.3172125922727366,37
37,0.0,0.0,0.002506265664160401,0.0,0.08771929824561403,0.0,0.0,0.0,0.0,0.007518796992481203,0.0,0.002506265664160401,0,0.899749373433584,38
38,0.024477958236658933,5.80046403712297e-05,0.13387470997679815,0.0006380510440835267,0.047331786542923436,0.0016241299303944316,0.0037122969837587007,0.0001160092807424594,0.03758700696055684,0.009106728538283062,0.0002320185614849188,0.28288863109048723,0,0.4583526682134571,39
39,0.010375275938189845,0.0003679175864606328,0.36151582045621783,0.00919793966151582,0.02759381898454746,0.006696100073583518,0.010522442972774099,0.0,0.014937454010301693,0.11309786607799853,0.0013245033112582781,0.411626195732156,0,0.032744665194996324,40
40,0.014251712527574597,0.0012481133170788342,0.08722280274004413,0.001422268663647974,0.04075235109717868,0.0013642168814582607,0.01584813653779171,2.9025891094856612e-05,0.02989666782770231,0.017938000696621385,0.0015093463369325439,0.07212933937071868,0,0.716388018112156,41
41,0.018615851258422283,0.00016207830697631342,0.09882145916784367,0.018152770381347102,0.07418555650744403,0.0012966264558105073,0.009053231146819793,0.0,0.01055824399731413,0.05117043691680752,0.0004630808770751812,0.22126004306652156,0,0.49626062191761794,42
43,0.0033514872224549644,0.0,0.057813154587348134,0.038542103058232094,0.13992459153749476,0.0,0.01466275659824047,0.0,0.0,0.0041893590280687055,0.0,0.047339757017176375,0,0.6941767909509845,44
44,0.005414961219321856,0.0,0.08324706556880983,0.00086002325248053,0.02952746500183153,0.0056060774976508625,0.012104030960837089,1.592635652741722e-05,0.0050964340887735115,0.0399433021707624,0.0,0.16410517765850707,0,0.6540795362244979,45
45,0.00625,0.0,0.10625,0.0,0.0,0.00625,0.01875,0.0,0.0,0.00625,0.0,0.20625,0,0.65,46
46,0.01911253205916453,3.5133330991111266e-05,0.15883778941081403,0.001721533218564452,0.05825106278326248,0.0002107999859466676,0.0050240663317289115,0.0,0.012437199170853388,0.00808066612795559,0.0006323999578400028,0.1808663879422408,0,0.5547904296806381,47
47,0.016206727629000654,0.00016329196603527107,0.12206074461136512,0.010872523405181798,0.059479098628347486,0.0017553886348791639,0.009130742434138908,0.0,0.02458904855214457,0.03376061397779229,0.0007892445025038102,0.2640975397343784,0,0.4570950359242325,48
48,0.006546442687747036,0.0,0.13080533596837945,0.0004940711462450593,0.0403903162055336,0.001667490118577075,0.008769762845849802,0.0,0.026741600790513832,0.018465909090909092,0.0,0.1976284584980237,0,0.5684906126482213,49
49,0.005376344086021506,0.0,0.010752688172043012,0.005376344086021506,0.021505376344086023,0.0,0.0,0.0,0.0,0.021505376344086023,0.0,0.010752688172043012,0,0.9247311827956989,50
50,0.0072316585942905605,4.463986786599112e-05,0.08378903198446533,0.01180724505055465,0.07669129299377274,0.0019418342521706135,0.0041068678436711826,0.0,0.009820770930518046,0.015311474678034953,0.00031247907506193784,0.18762136464076065,0,0.6013213400888333,51
52,0.05783059571569147,0.0021951404132919536,0.20664597683748392,0.0061312542578154565,0.049352812050563924,0.004163197335553705,0.01877223525849671,7.569449701006736e-05,0.06169101506320491,0.03481946862463099,0.003709030353493301,0.18825221406403755,0,0.36636136552872606,53
53,0.005977796754910333,0.0,0.053800170794193,0.005977796754910333,0.09735269000853972,0.0,0.008539709649871904,0.0,0.0,0.0034158838599487617,0.0,0.06831767719897523,0,0.7566182749786508,54
54,0.010933129926264938,0.0002542588354945334,0.10856852275616578,0.011187388761759471,0.07551487414187644,0.0030511060259344014,0.002288329519450801,0.0,0.025680142384947875,0.01703534197813374,0.0027968471904398677,0.10704296974319857,0,0.6356470887363336,55
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,56
