,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Other,State Codes
0,0.0024104683195592287,0.0,0.024104683195592287,0.009986225895316805,0.08884297520661157,0.0,0.002066115702479339,0.0,0.005509641873278237,0.004476584022038568,0.0,0.1511707988980716,0,0.7114325068870524,1
3,0.02189958634114689,0.001459972422743126,0.3382269446021575,0.01086868359153216,0.05523562332711493,0.009408711168789033,0.01443750506934869,0.0,0.022142915078270743,0.09554708411063347,0.0015410820017844108,0.3234650012166437,0,0.10576689106983535,4
4,0.0,0.0,0.007462686567164179,0.0,0.12686567164179105,0.0,0.007462686567164179,0.0,0.0,0.0,0.0,0.007462686567164179,0,0.8507462686567164,5
5,0.005970618273234347,0.00024877576138476444,0.04843925943383874,0.0012373320763610653,0.14189383821719434,0.0007725142064053212,0.010965773692617907,5.2373844502055676e-05,0.0249299499829785,0.025388221122371487,0.00036661691151438974,0.08570979652761411,0,0.654024929949983,6
7,0.022660098522167486,0.000422237860661506,0.27318789584799436,0.009570724841660803,0.05995777621393385,0.00928923293455313,0.006896551724137931,0.0,0.02871217452498241,0.035749472202674173,0.0005629838142153413,0.28388458831808583,0,0.26910626319493314,8
8,0.005339661821417977,0.0,0.04954019578760012,0.00385642242657965,0.1293384752299021,0.0014832393948383269,0.0011865915158706616,0.0,0.0013349154553544942,0.017947196677543756,0.0,0.05843963215663008,0,0.7315336695342628,9
9,0.007856341189674524,0.003367003367003367,0.12008978675645342,0.004489337822671156,0.029180695847362513,0.003367003367003367,0.001122334455667789,0.0,0.0,0.03367003367003367,0.003367003367003367,0.244668911335578,0,0.5488215488215489,10
10,0.06290956749672345,0.0,0.1913499344692005,0.0,0.16775884665792923,0.001310615989515072,0.02490170380078637,0.0,0.047182175622542594,0.02490170380078637,0.0,0.24639580602883354,0,0.23328964613368283,11
11,0.00439824729021843,9.883701775771753e-05,0.2185451190986064,0.0015319737752446216,0.06964715184660494,0.002223832899548644,0.002668599479458373,3.2945672585905844e-05,0.034642374724079994,0.009224788324053636,0.0009883701775771753,0.2783415148420255,0,0.37765624485223864,12
12,0.008291423134429795,0.0,0.08178152326582393,0.0029903493271714013,0.07833809070726293,0.0003171582619727244,0.005754157038648,0.0,0.004213674051923339,0.006750940147705133,0.0014951746635857007,0.14009333514566627,0,0.6699741742558107,13
15,0.0,0.0,0.04076086956521739,0.0,0.07065217391304347,0.0,0.008152173913043478,0.0,0.0,0.010869565217391304,0.0,0.043478260869565216,0,0.8260869565217391,16
16,0.016120110628210192,0.0,0.25377321216910315,7.902015013828527e-05,0.06420387198735678,0.011734492295535361,0.02311339391544844,0.0,0.06649545634136705,0.04543658632951403,0.0003555906756222837,0.4110233109442908,0,0.10766495456341367,17
17,0.010796027062041169,0.000575788109975529,0.15546278969339283,0.010652080034547286,0.055995393695120195,0.0030228875773715275,0.006045775154743055,0.0,0.009932344897077875,0.013243126529437167,0.000575788109975529,0.24686915215200805,0,0.4868288469843098,18
18,0.006962864721485411,0.0,0.07493368700265252,0.005968169761273209,0.05072944297082228,0.002652519893899204,0.003978779840848806,0.0,0.005636604774535809,0.027851458885941646,0.0,0.09184350132625994,0,0.7294429708222812,19
19,0.0,0.0,0.024179620034542316,0.0028785261945883708,0.24755325273459988,0.0,0.0011514104778353484,0.0,0.0005757052389176742,0.0005757052389176742,0.0,0.03166378814047208,0,0.6914219919401267,20
20,0.013711151736745886,0.0009140767824497258,0.09262644728823888,0.0006093845216331506,0.08805606337599026,0.0003046922608165753,0.001218769043266301,0.0,0.039000609384521635,0.015539305301645339,0.0009140767824497258,0.14198659354052406,0,0.6051188299817185,21
21,0.008501594048884165,0.0,0.05223575574266329,0.0012261914493582932,0.021090492928962642,0.003106351671707676,0.02223493828169705,0.0,0.014469059102427859,0.006621433826534783,8.17460966238862e-05,0.2466279735142647,0,0.6238044633368757,22
22,0.001692047377326565,0.0,0.001692047377326565,0.01353637901861252,0.077834179357022,0.0,0.0,0.0,0.0,0.0,0.0,0.00338409475465313,0,0.9018612521150592,23
23,0.006887610404343246,0.0004861842638359938,0.06441941495826918,0.003079167004294628,0.15258082813386273,0.0008103071063933231,0.0054290576128352645,0.0,0.0183129406044891,0.009723685276719877,0.0032412284255732924,0.1256786322016044,0,0.6093509440077789,24
24,0.032721644925934115,0.00022109219544550078,0.13265531726730045,0.004864028299801017,0.11264647357948264,0.0006632765863365023,0.007848772938315278,0.0,0.06500110546097723,0.04023877957108114,0.00022109219544550078,0.14669467167808975,0,0.45622374530179083,25
25,0.011067021005497106,0.0,0.1015690414649241,3.640467436018785e-05,0.08402198842331356,0.0013833776256871383,0.0027303505770140887,7.28093487203757e-05,0.04772652808620627,0.005606319851468929,7.28093487203757e-05,0.17324984528013396,0,0.5724635043139539,26
26,0.0009584052137243627,0.0,0.03977381636956105,0.0017251293847038527,0.19311865056545907,0.0002875215641173088,0.0012459267778416716,0.0,0.011213341000575043,0.005367069196856431,0.0,0.03747364385662258,0,0.7088364960705387,27
27,0.0,0.0,0.03471552555448409,0.03857280617164899,0.09546769527483125,0.0,0.0,0.0,0.003857280617164899,0.019286403085824494,0.0,0.15332690453230471,0,0.6547733847637416,28
28,0.0033847820200379095,0.0,0.025995125913891144,0.010154346060113728,0.24031952342269158,0.0018954779312212293,0.0036555645816409425,0.0,0.006769564040075819,0.003249390739236393,0.0,0.09545085296506906,0,0.6091253723260222,29
29,0.007518796992481203,0.0,0.007518796992481203,0.0,0.19548872180451127,0.0,0.015037593984962405,0.0,0.0,0.0,0.0,0.03007518796992481,0,0.7443609022556391,30
30,0.01950669031113977,0.0008060615831049493,0.3201676608092858,0.008383040464291471,0.006287280348218604,0.004352732548766725,0.003385458649040787,0.0,0.02998549089150411,0.05626309850072546,0.0008060615831049493,0.43253264549411574,0,0.11752377881670159,31
31,0.00439297124600639,0.0,0.1505591054313099,0.005191693290734824,0.056309904153354635,0.001996805111821086,0.00039936102236421724,0.0,0.006789137380191693,0.022364217252396165,0.0,0.24880191693290735,0,0.5031948881789138,32
32,0.008840864440078585,0.0,0.03831041257367387,0.0009823182711198428,0.05353634577603143,0.0014734774066797642,0.0019646365422396855,0.0,0.009332023575638507,0.04469548133595285,0.0009823182711198428,0.05451866404715128,0,0.7853634577603144,33
